City,Gender,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,is_senior,has_partner,has_dependents,is_paperless_billing,payment_method_auto,is_month_to_month,contract_term,contract_months,has_phone_service,has_multiple_lines,has_internet_service,has_dsl,has_fiber_optic,offers_online_security,offers_online_backup,offers_device_protection,offers_tech_support,offers_streaming_tv,offers_streaming_movies,service_count,internet_only_customer,all_services_with_internet,high_value_customer,tenure_bucket,avg_charge_per_month,charge_ratio,avg_monthly_charge_delta
Los Angeles,Female,71,96.35,6766.95,0,38,5309,1,1,0,1,1,0,2,24,1,1,1,0,1,1,1,1,1,0,0,7,0,1,1,49+,95.30915492957746,70.23300467047224,1.0408450704225345
Los Angeles,Male,2,95.5,181.65,0,69,4449,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,5,0,1,0,0-6,90.825,1.9020942408376964,4.674999999999997
Los Angeles,Female,27,66.15,1874.45,0,66,3213,0,1,0,0,0,0,1,12,1,0,1,1,0,1,1,1,1,0,0,6,0,1,0,25-48,69.42407407407407,28.33635676492819,-3.274074074074065
Los Angeles,Male,1,20.2,20.2,0,77,5526,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,20.2,1.0,0.0
Los Angeles,Male,1,45.25,45.25,0,40,3144,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0-6,45.25,1.0,0.0
Los Angeles,Female,72,99.9,7251.7,0,79,5915,0,1,0,0,1,0,2,24,1,1,1,0,1,1,1,0,1,1,0,7,0,1,1,49+,100.71805555555555,72.58958958958958,-0.8180555555555458
Los Angeles,Female,46,74.8,3548.3,0,41,3395,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,25-48,77.13695652173914,47.43716577540108,-2.3369565217391397
Los Angeles,Male,10,49.55,475.7,0,22,2392,0,1,0,0,0,0,1,12,1,0,1,1,0,0,1,0,0,0,0,3,0,0,0,7-12,47.57,9.600403632694249,1.9799999999999969
Los Angeles,Female,70,69.2,4872.35,0,25,4715,0,1,0,1,1,0,2,24,1,1,1,1,0,1,1,0,0,1,0,6,0,1,1,49+,69.605,70.40968208092485,-0.40500000000000114
Los Angeles,Female,17,20.75,418.25,0,64,3646,0,1,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,24.602941176470587,20.156626506024097,-3.852941176470587
Los Angeles,Female,63,79.85,4861.45,0,70,4595,0,0,0,1,1,0,2,24,1,1,1,1,0,1,1,1,1,1,0,8,0,1,1,49+,77.16587301587302,60.882279273638076,2.6841269841269764
Los Angeles,Female,13,76.2,981.45,0,41,2569,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,7,0,1,0,13-24,75.49615384615385,12.87992125984252,0.7038461538461576
Los Angeles,Female,49,84.5,3906.7,0,71,6434,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,4,0,0,1,49+,79.72857142857143,46.233136094674556,4.771428571428572
Los Angeles,Male,2,49.25,97.0,0,57,3805,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0-6,48.5,1.9695431472081217,0.75
Los Angeles,Male,52,79.75,4217.8,0,49,4142,0,0,0,1,1,0,2,24,1,1,1,1,0,1,0,0,1,1,1,7,0,1,0,49+,81.11153846153846,52.88777429467085,-1.3615384615384585
Los Angeles,Female,69,64.15,4254.1,0,62,5128,0,1,0,1,1,0,2,24,1,1,1,1,0,1,0,1,1,0,0,6,0,1,1,49+,61.6536231884058,66.3148869836321,2.496376811594203
Los Angeles,Female,43,90.25,3838.75,0,52,2223,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,5,0,1,0,25-48,89.27325581395348,42.53462603878116,0.9767441860465169
Los Angeles,Female,25,69.5,1752.65,0,25,3154,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,6,0,1,0,25-48,70.10600000000001,25.21798561151079,-0.6060000000000088
Los Angeles,Female,60,74.85,4456.35,0,59,5153,1,1,0,1,1,0,1,12,1,0,1,1,0,1,1,1,1,0,1,7,0,1,1,49+,74.27250000000001,59.537074148296604,0.5774999999999864
Los Angeles,Female,63,99.65,6311.2,0,79,4572,0,1,0,1,1,0,1,12,1,1,1,0,1,1,0,0,0,1,1,6,0,1,1,49+,100.17777777777778,63.333667837431,-0.5277777777777715
Los Angeles,Male,66,108.45,7076.35,0,74,4582,1,1,0,1,0,0,1,12,1,1,1,0,1,0,1,1,1,1,1,8,0,1,1,49+,107.21742424242424,65.2498847395113,1.2325757575757592
Los Angeles,Female,34,24.95,894.3,0,62,5408,0,1,0,0,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,25-48,26.302941176470586,35.8436873747495,-1.352941176470587
West Hollywood,Female,72,107.5,7853.7,0,53,4708,0,0,0,1,1,0,2,24,1,1,1,0,1,0,0,1,1,1,1,7,0,1,1,49+,109.07916666666667,73.05767441860465,-1.5791666666666657
Los Angeles,Female,47,100.5,4707.1,0,70,4488,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,6,0,1,0,25-48,100.15106382978725,46.83681592039802,0.3489361702127525
Los Angeles,Male,60,89.9,5450.7,0,35,6292,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,5,0,1,1,49+,90.845,60.63070077864293,-0.9449999999999932
Bell,Male,72,42.1,2962.0,0,29,6091,0,1,0,0,1,0,2,24,0,0,1,1,0,1,1,1,0,0,0,4,1,0,1,49+,41.138888888888886,70.3562945368171,0.9611111111111157
Beverly Hills,Female,18,54.4,957.1,0,33,4948,0,1,0,1,1,0,1,12,1,0,1,1,0,0,0,1,1,0,0,4,0,0,1,13-24,53.172222222222224,17.59375,1.2277777777777743
Beverly Hills,Female,3,75.3,244.1,0,35,5387,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,6,0,1,1,0-6,81.36666666666666,3.2416998671978754,-6.066666666666663
Compton,Male,47,78.9,3650.35,0,61,3817,0,1,0,1,0,0,1,12,1,1,1,0,1,0,1,0,0,0,0,4,0,0,0,25-48,77.66702127659575,46.265525982256015,1.2329787234042584
Compton,Female,31,79.2,2497.2,0,78,4984,0,0,0,0,0,0,2,24,1,0,1,1,0,0,1,1,1,1,1,7,0,1,1,25-48,80.55483870967741,31.530303030303028,-1.3548387096774093
Compton,Female,50,20.15,930.9,0,20,5849,0,1,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,18.618,46.198511166253105,1.532
Culver City,Male,10,79.85,887.35,0,38,5983,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,4,0,0,1,7-12,88.735,11.112711333750784,-8.885000000000005
Culver City,Male,1,49.05,49.05,0,30,3178,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0-6,49.05,1.0,0.0
Downey,Female,52,20.4,1090.65,0,26,5482,0,1,0,1,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,20.974038461538463,53.46323529411765,-0.5740384615384642
Downey,Male,64,111.6,7099.0,0,69,4881,1,1,0,1,1,0,2,24,1,1,1,0,1,1,0,1,1,1,1,8,0,1,1,49+,110.921875,63.611111111111114,0.6781249999999943
Downey,Male,62,24.25,1424.6,0,33,4444,0,1,0,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,49+,22.97741935483871,58.74639175257732,1.272580645161291
El Segundo,Female,3,64.5,177.4,0,54,5613,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,5,0,1,1,0-6,59.13333333333333,2.750387596899225,5.366666666666667
Gardena,Female,56,110.5,6139.5,0,21,4463,1,0,0,0,0,0,1,12,1,1,1,0,1,1,1,1,0,1,1,8,0,1,0,49+,109.63392857142857,55.56108597285068,0.8660714285714306
Gardena,Female,46,55.65,2688.85,0,56,2867,0,0,0,0,1,0,1,12,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,25-48,58.45326086956521,48.31716082659479,-2.8032608695652144
Gardena,Female,8,54.65,482.25,0,43,5614,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,4,0,0,1,7-12,60.28125,8.82433668801464,-5.631250000000001
Hawthorne,Male,30,74.75,2111.3,0,55,3033,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,6,0,1,0,25-48,70.37666666666668,28.24481605351171,4.373333333333321
Hermosa Beach,Female,45,25.9,1216.6,0,78,5741,0,1,0,1,1,0,1,12,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,25-48,27.035555555555554,46.972972972972975,-1.1355555555555554
Lawndale,Female,11,50.55,565.35,0,28,3443,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,4,1,0,0,7-12,51.39545454545455,11.183976261127597,-0.845454545454551
Malibu,Female,42,103.8,4327.5,0,37,4005,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,7,0,1,0,25-48,103.03571428571429,41.690751445086704,0.7642857142857054
Malibu,Female,49,20.15,973.35,0,37,5422,0,1,0,1,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,19.864285714285714,48.30521091811415,0.2857142857142847
Manhattan Beach,Male,9,99.3,918.75,0,69,3540,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,6,0,1,0,7-12,102.08333333333333,9.25226586102719,-2.7833333333333314
Maywood,Female,35,62.15,2215.45,0,39,5255,0,1,0,1,1,0,1,12,1,0,1,1,0,1,0,0,0,1,0,4,0,0,1,25-48,63.29857142857142,35.646822204344325,-1.1485714285714224
Pacific Palisades,Female,48,20.65,1057.0,0,25,4124,0,1,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,22.020833333333332,51.186440677966104,-1.3708333333333336
Palos Verdes Peninsula,Female,46,19.95,927.1,0,80,5480,0,1,0,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,20.15434782608696,46.471177944862156,-0.20434782608695912
Rancho Palos Verdes,Male,29,33.75,1009.25,0,62,3664,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,25-48,34.80172413793103,29.903703703703705,-1.051724137931032
Redondo Beach,Male,30,82.05,2570.2,0,9,5036,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,4,0,0,1,25-48,85.67333333333333,31.32480195003047,-3.623333333333335
Redondo Beach,Male,1,74.7,74.7,0,60,4182,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0-6,74.7,1.0,0.0
South Gate,Male,66,84.0,5714.25,0,24,5825,0,1,0,1,0,0,2,24,1,1,1,1,0,1,0,1,1,1,1,8,0,1,1,49+,86.57954545454545,68.02678571428571,-2.5795454545454533
Topanga,Female,65,111.05,7107.0,0,38,5261,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,8,0,1,1,49+,109.33846153846154,63.9981990094552,1.7115384615384528
Venice,Male,72,100.9,7459.05,0,54,5781,0,0,0,1,1,0,2,24,1,1,1,0,1,0,1,1,0,1,1,7,0,1,1,49+,103.59791666666666,73.92517343904856,-2.697916666666657
Playa Del Rey,Male,71,66.85,4748.7,0,26,4117,0,1,0,1,1,0,1,12,1,1,1,1,0,1,1,0,1,0,0,6,0,1,0,49+,66.8830985915493,71.03515332834705,-0.0330985915493045
Inglewood,Male,52,21.0,1107.2,0,66,4158,0,0,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,21.292307692307695,52.72380952380953,-0.2923076923076948
Inglewood,Male,1,20.2,20.2,0,77,2710,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,20.2,1.0,0.0
Inglewood,Female,1,19.45,19.45,0,26,5612,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,19.45,1.0,0.0
Santa Monica,Male,38,95.0,3605.6,0,63,4741,0,0,0,0,1,0,1,12,1,1,1,0,1,0,0,1,1,1,0,6,0,1,1,25-48,94.88421052631578,37.95368421052631,0.11578947368421666
Santa Monica,Female,66,45.55,3027.25,0,28,6238,1,1,0,0,1,0,1,12,0,0,1,1,0,0,1,1,0,1,0,4,1,0,1,49+,45.86742424242424,66.45993413830955,-0.31742424242424505
Santa Monica,Male,5,24.3,100.2,0,61,4015,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0-6,20.04,4.1234567901234565,4.260000000000002
Santa Monica,Female,72,104.15,7303.05,0,21,4594,0,1,0,1,0,0,1,12,1,1,1,0,1,1,1,0,0,1,1,7,0,1,1,49+,101.43125,70.12049927988478,2.71875
Torrance,Female,32,30.15,927.65,0,60,3585,0,0,0,0,0,0,1,12,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,25-48,28.9890625,30.76782752902156,1.1609374999999993
Torrance,Male,43,94.35,3921.3,0,53,5845,0,0,0,0,0,0,1,12,1,1,1,0,1,0,0,0,0,1,1,5,0,1,1,25-48,91.19302325581396,41.56120826709063,3.1569767441860392
Torrance,Male,72,19.4,1363.25,0,23,5234,0,1,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,18.93402777777778,70.27061855670104,0.46597222222222
Torrance,Female,52,57.95,3042.25,0,28,6078,0,0,0,0,1,0,1,12,1,0,1,1,0,1,0,1,1,0,0,5,0,1,1,49+,58.50480769230769,52.49784296807592,-0.5548076923076906
Whittier,Female,43,91.65,3954.1,0,65,3826,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,5,0,1,0,25-48,91.95581395348837,43.14348063284233,-0.30581395348836793
Whittier,Female,64,54.6,3423.5,0,35,4850,0,1,0,1,0,0,2,24,0,0,1,1,0,0,1,0,1,1,1,5,1,1,1,49+,53.4921875,62.7014652014652,1.1078125000000014
Whittier,Male,3,89.85,248.4,0,22,4648,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,5,0,1,1,0-6,82.8,2.7646076794657763,7.049999999999997
Whittier,Female,36,31.05,1126.35,0,54,4871,0,0,0,0,1,0,2,24,0,0,1,1,0,1,0,0,0,0,0,2,1,0,1,25-48,31.287499999999998,36.27536231884058,-0.23749999999999716
Buena Park,Female,41,20.65,835.15,0,59,5918,0,0,0,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,20.36951219512195,40.44309927360775,0.2804878048780495
Buena Park,Male,27,85.2,2151.6,0,28,3796,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,5,0,1,0,25-48,79.68888888888888,25.25352112676056,5.51111111111112
La Palma,Female,56,99.8,5515.45,0,43,4606,0,1,0,1,1,0,1,12,1,1,1,0,1,0,0,1,0,1,1,6,0,1,1,49+,98.49017857142857,55.26503006012024,1.309821428571425
Cypress,Female,6,20.7,112.75,0,47,5346,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,18.791666666666668,5.446859903381642,1.9083333333333314
La Mirada,Female,7,50.7,350.35,0,59,3097,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,7-12,50.050000000000004,6.910256410256411,0.6499999999999986
Montebello,Female,4,20.85,62.9,0,76,3172,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,15.725,3.016786570743405,5.125000000000002
Norwalk,Male,33,88.95,3027.65,0,32,5087,0,0,0,1,0,0,2,24,1,0,1,0,1,1,0,0,1,1,0,5,0,1,1,25-48,91.7469696969697,34.03766160764474,-2.796969696969697
Santa Fe Springs,Male,72,23.55,1723.95,0,59,5901,0,1,0,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,49+,23.94375,73.20382165605095,-0.3937500000000007
Stanton,Male,1,19.75,19.75,0,68,2484,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,19.75,1.0,0.0
Artesia,Male,71,56.45,3985.35,0,68,5372,1,0,0,1,0,0,1,12,0,0,1,1,0,1,1,0,0,1,1,5,1,1,1,49+,56.131690140845066,70.59964570416297,0.3183098591549367
Cerritos,Female,13,85.95,1215.65,0,58,5886,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,4,0,0,1,13-24,93.51153846153846,14.14368819080861,-7.561538461538461
Bellflower,Male,67,50.55,3260.1,0,63,6064,0,0,0,0,1,0,2,24,1,0,1,1,0,0,0,0,1,0,0,3,0,0,1,49+,48.65820895522388,64.49258160237389,1.8917910447761201
Lakewood,Female,43,25.7,1188.2,0,79,2017,0,0,0,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,25-48,27.632558139534886,46.23346303501946,-1.932558139534887
Lakewood,Female,23,75.0,1778.5,0,29,2221,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,3,0,0,0,13-24,77.32608695652173,23.713333333333335,-2.326086956521735
Hawaiian Gardens,Female,64,20.2,1277.75,0,51,4557,0,1,0,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,19.96484375,63.254950495049506,0.2351562499999993
Lomita,Male,57,19.6,1170.55,0,40,4393,0,0,0,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,20.5359649122807,59.721938775510196,-0.9359649122806992
Paramount,Female,72,88.05,6425.65,0,8,6102,1,1,0,1,1,0,2,24,1,1,1,1,0,1,1,1,1,1,1,9,0,1,1,49+,89.24513888888889,72.97728563316298,-1.1951388888888914
San Pedro,Female,61,101.05,5971.25,0,60,6311,0,1,0,1,1,0,2,24,1,1,1,0,1,0,1,0,0,1,1,6,0,1,1,49+,97.88934426229508,59.09203364670955,3.1606557377049143
Seal Beach,Male,64,84.3,5289.05,0,53,5044,0,0,0,1,1,0,1,12,1,1,1,0,1,1,1,0,0,0,0,5,0,1,1,49+,82.64140625,62.74080664294188,1.6585937499999943
Sunset Beach,Male,71,23.95,1756.2,0,52,4329,1,1,0,0,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,49+,24.735211267605635,73.32776617954072,-0.7852112676056358
Surfside,Female,65,99.05,6416.7,0,59,5878,0,1,0,1,1,0,2,24,1,1,1,0,1,1,1,0,1,1,0,7,0,1,1,49+,98.71846153846154,64.78243311458858,0.33153846153845734
Wilmington,Male,3,19.6,61.35,0,33,2543,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,20.45,3.1301020408163263,-0.8499999999999979
Carson,Male,30,64.5,1929.95,0,30,4320,0,0,0,0,1,0,1,12,1,0,1,1,0,0,1,1,0,1,0,5,0,1,0,25-48,64.33166666666666,29.92170542635659,0.16833333333333655
Long Beach,Male,15,69.5,1071.4,0,35,3128,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,6,0,1,0,13-24,71.42666666666668,15.415827338129498,-1.9266666666666765
Long Beach,Female,8,68.55,564.35,0,58,3123,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,5,0,1,0,7-12,70.54375,8.232676878191102,-1.9937500000000057
Long Beach,Female,70,108.15,7930.55,0,41,5192,0,1,0,1,1,0,1,12,1,1,1,0,1,1,1,1,0,1,1,8,0,1,1,49+,113.29357142857143,73.3291724456773,-5.14357142857142
Long Beach,Male,62,86.1,5215.25,0,62,5769,0,1,0,0,0,0,2,24,1,0,1,1,0,1,1,1,1,1,1,8,0,1,1,49+,84.11693548387096,60.57200929152149,1.9830645161290334
Long Beach,Female,6,19.7,113.5,0,43,4293,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,18.916666666666668,5.761421319796955,0.7833333333333314
Long Beach,Female,14,80.9,1152.8,0,46,2563,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,3,0,0,0,13-24,82.34285714285714,14.249690976514213,-1.442857142857136
Long Beach,Female,22,84.15,1821.95,0,32,3549,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,4,0,0,0,13-24,82.81590909090909,21.651218062982768,1.3340909090909179
Long Beach,Male,22,20.15,419.9,0,72,2173,0,1,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,19.086363636363636,20.838709677419356,1.0636363636363626
Long Beach,Male,16,64.25,1024.0,0,77,5511,0,1,0,0,0,0,2,24,1,0,1,1,0,1,0,1,0,1,0,5,0,1,1,13-24,64.0,15.937743190661479,0.25
Long Beach,Male,10,25.7,251.6,0,8,3611,0,0,0,0,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7-12,25.16,9.789883268482491,0.5399999999999991
Long Beach,Female,13,56.0,764.55,0,22,5156,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,4,0,0,1,13-24,58.81153846153846,13.65267857142857,-2.8115384615384613
Arcadia,Female,2,69.7,135.2,0,43,3056,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0-6,67.6,1.9397417503586798,2.1000000000000085
Arcadia,Male,53,73.9,3958.25,0,55,5644,0,0,0,1,1,0,2,24,1,1,1,1,0,0,1,1,1,0,1,7,0,1,1,49+,74.68396226415095,53.56224627875507,-0.7839622641509436
Duarte,Female,11,20.6,233.9,0,29,4047,0,1,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7-12,21.263636363636365,11.354368932038835,-0.663636363636364
La Canada Flintridge,Male,69,19.9,1363.45,0,54,5570,0,1,0,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,19.76014492753623,68.51507537688443,0.13985507246376727
Montrose,Male,72,89.05,6254.45,0,54,6212,0,1,0,1,1,0,2,24,1,1,1,1,0,1,1,1,1,1,1,9,0,1,1,49+,86.86736111111111,70.23526108927568,2.1826388888888886
South Pasadena,Female,16,20.4,321.4,0,62,3990,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,20.0875,15.754901960784315,0.3125
Sunland,Male,43,84.25,3539.25,0,51,4382,0,1,0,1,1,0,1,12,1,0,1,0,1,1,0,1,1,0,0,5,0,1,0,25-48,82.30813953488372,42.00890207715133,1.941860465116278
Pasadena,Male,14,81.95,1181.75,0,52,2564,0,1,0,0,0,0,2,24,1,0,1,1,0,0,1,1,1,1,1,7,0,1,0,13-24,84.41071428571429,14.420378279438681,-2.460714285714289
Pasadena,Female,32,20.55,654.55,0,77,5358,0,0,0,0,1,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,20.4546875,31.85158150851581,0.09531250000000213
Pasadena,Female,34,24.7,780.2,0,72,3421,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,25-48,22.947058823529414,31.587044534412957,1.7529411764705856
San Marino,Female,15,105.35,1559.25,0,66,2721,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,7,0,1,0,13-24,103.95,14.800664451827243,1.3999999999999915
Glendale,Male,61,20.55,1252.0,0,42,5110,0,1,0,1,1,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,20.524590163934427,60.92457420924574,0.0254098360655739
Glendale,Female,1,45.3,45.3,0,48,3575,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0-6,45.3,1.0,0.0
Glendale,Male,33,74.75,2453.3,0,26,5344,0,1,0,0,1,0,1,12,1,0,1,1,0,1,0,1,0,1,1,6,0,1,1,25-48,74.34242424242424,32.82006688963211,0.40757575757575637
Glendale,Male,20,51.8,1023.85,0,24,2764,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,3,0,0,0,13-24,51.1925,19.765444015444018,0.6074999999999946
La Crescenta,Male,3,30.4,82.15,0,55,3108,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0-6,27.383333333333336,2.702302631578948,3.016666666666662
Agoura Hills,Female,13,19.65,244.8,0,49,2024,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,18.83076923076923,12.458015267175574,0.8192307692307672
Calabasas,Female,40,56.6,2379.1,0,72,3359,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,4,0,0,0,25-48,59.4775,42.033568904593636,-2.8774999999999977
Canoga Park,Male,43,71.9,3173.35,0,23,4106,0,1,0,1,1,0,1,12,1,1,1,1,0,1,0,0,1,0,1,6,0,1,0,25-48,73.79883720930232,44.1356050069541,-1.8988372093023145
Winnetka,Female,69,19.75,1375.4,0,72,5325,0,1,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,19.933333333333334,69.64050632911393,-0.18333333333333357
West Hills,Female,72,109.7,8129.3,0,74,5945,0,1,0,0,1,0,2,24,1,1,1,0,1,1,1,1,0,1,1,8,0,1,1,49+,112.90694444444445,74.10483135824977,-3.2069444444444457
Chatsworth,Male,59,19.3,1192.7,0,28,4149,0,1,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,20.215254237288136,61.7979274611399,-0.9152542372881349
Encino,Female,20,96.55,1901.65,0,36,4382,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,6,0,1,0,13-24,95.08250000000001,19.696012428793374,1.467499999999987
Newbury Park,Male,24,24.1,587.4,0,26,4634,0,1,1,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,13-24,24.474999999999998,24.37344398340249,-0.37499999999999645
Newhall,Male,59,111.35,6519.75,0,62,6047,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,8,0,1,1,49+,110.5042372881356,58.551863493489,0.8457627118643956
Northridge,Male,72,112.25,8041.65,0,55,4099,0,1,1,1,1,0,2,24,1,1,1,0,1,0,1,1,1,1,1,8,0,1,0,49+,111.68958333333333,71.64053452115813,0.5604166666666686
Northridge,Male,1,20.75,20.75,0,25,3358,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,20.75,1.0,0.0
Porter Ranch,Female,27,101.9,2681.15,0,69,3795,0,1,0,1,1,0,1,12,1,0,1,0,1,1,0,0,1,1,1,6,0,1,0,25-48,99.30185185185185,26.311579980372915,2.598148148148155
Pacoima,Female,14,80.05,1112.3,0,53,4400,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,4,0,0,0,13-24,79.45,13.895065584009993,0.5999999999999943
Reseda,Male,71,105.55,7405.5,0,63,5010,0,1,1,0,0,0,2,24,1,1,1,0,1,1,0,1,0,1,1,7,0,1,1,49+,104.30281690140845,70.1610611084794,1.2471830985915489
San Fernando,Male,13,78.3,1033.95,0,26,5566,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,3,0,0,1,13-24,79.53461538461539,13.204980842911878,-1.2346153846153953
Sylmar,Male,44,68.85,2958.95,0,51,2053,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,25-48,67.24886363636364,42.976761074800294,1.601136363636357
